set,rank,anchor_path,negative_path,anchor_person_id,negative_person_id,visual_cosine,semantic_cosine,hybrid_rank,anchor_camera,negative_camera,anchor_clothes_key,negative_clothes_key,anchor_gender,negative_gender,anchor_hair_color,negative_hair_color,anchor_hair_length,negative_hair_length,anchor_body_build,negative_body_build
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8912270069122314,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6380004286766052,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7339537143707275,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.719124436378479,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6778616905212402,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8912270069122314,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6380004286766052,0.9999998807907104,2,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8873631358146667,0.9999998807907104,3,B,B,092,114,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7339537143707275,0.9999998807907104,4,B,A,092,185,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb301.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb151.jpg,0,11,0.877799391746521,0.9999998807907104,5,B,B,092,114,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8778442144393921,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8772207498550415,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8756239414215088,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8750990629196167,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb151.jpg,0,11,0.8726138472557068,0.9999998807907104,,B,B,092,114,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8778442144393921,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6206305027008057,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7357449531555176,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7211718559265137,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6621057391166687,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8778442144393921,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6206305027008057,0.9999998807907104,2,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8772207498550415,0.9999998807907104,3,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7357449531555176,0.9999998807907104,4,B,A,092,185,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb304.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8756239414215088,0.9999998807907104,5,B,A,092,193,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/206/C_cropped_rgb464.jpg,0,61,0.8822602033615112,0.9999998807907104,,B,C,092,206C,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8794387578964233,0.9999998807907104,,B,B,092,114,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8787357807159424,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8774545788764954,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8770582675933838,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8774545788764954,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6393187046051025,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7112795114517212,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7448430061340332,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6746994853019714,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8774545788764954,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/206/C_cropped_rgb464.jpg,0,61,0.8822602033615112,0.9999998807907104,2,B,C,092,206C,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6393187046051025,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8794387578964233,0.9999998807907104,4,B,B,092,114,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb307.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7112795114517212,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8839946985244751,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8808269500732422,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8782206773757935,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8776702284812927,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8775578737258911,0.9999998807907104,,B,B,092,114,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8776702284812927,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.627364993095398,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.730243980884552,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7374041080474854,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.677524209022522,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8776702284812927,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8839946985244751,0.9999998807907104,2,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.627364993095398,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8808269500732422,0.9999998807907104,4,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb310.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.730243980884552,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8909210562705994,0.9999998807907104,,B,B,092,114,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8862529993057251,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb151.jpg,0,11,0.8840669393539429,0.9999998807907104,,B,B,092,114,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8840586543083191,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb045.jpg,0,51,0.8806492686271667,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8765525817871094,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6228393316268921,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.738662600517273,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7363044023513794,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6942155957221985,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8765525817871094,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8909210562705994,0.9999998807907104,2,B,B,092,114,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6228393316268921,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8862529993057251,0.9999998807907104,4,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb313.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.738662600517273,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8804534077644348,0.9999998807907104,,B,B,092,114,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.878636360168457,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb052.jpg,0,51,0.8785489201545715,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8764595985412598,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb028.jpg,0,51,0.8747167587280273,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8679128885269165,0.9999998807907104,,B,B,092,149,male,male,black,black,short,short,average,average
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6266307830810547,0.9999998807907104,,B,A,092,110,male,male,black,black,short,short,average,average
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7172049283981323,0.9999998807907104,,B,A,092,185,male,male,black,black,short,short,average,average
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/300/C_cropped_rgb171.jpg,0,133,0.7369444966316223,0.9999998807907104,,B,C,092,300C,male,male,black,black,short,short,average,average
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/177/C_cropped_rgb475.jpg,0,42,0.6423337459564209,0.9999998807907104,,B,C,092,177C,male,male,black,black,short,short,average,average
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/149/B_cropped_rgb583.jpg,0,24,0.8679128885269165,0.9999998807907104,1,B,B,092,149,male,male,black,black,short,short,average,average
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/114/B_cropped_rgb144.jpg,0,11,0.8804534077644348,0.9999998807907104,2,B,B,092,114,male,male,black,black,short,short,average,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/110/A_cropped_rgb517.jpg,0,8,0.6266307830810547,0.9999998807907104,3,B,A,092,110,male,male,black,black,short,short,average,average
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.878636360168457,0.9999998807907104,4,B,A,092,193,male,male,black,black,short,short,average,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb322.jpg,/data/datasets/PRCC/prcc/rgb/train/185/A_cropped_rgb019.jpg,0,48,0.7172049283981323,0.9999998807907104,5,B,A,092,185,male,male,black,black,short,short,average,average
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8986746072769165,0.9954804182052612,,B,A,092,193,male,male,black,black,short,short,slim,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb052.jpg,0,51,0.8969829082489014,0.9954804182052612,,B,A,092,193,male,male,black,black,short,short,slim,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8889133334159851,0.9954804182052612,,B,A,092,193,male,male,black,black,short,short,slim,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb037.jpg,0,51,0.8884392976760864,0.9954804182052612,,B,A,092,193,male,male,black,black,short,short,slim,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb019.jpg,0,51,0.8880881071090698,0.9954804182052612,,B,A,092,193,male,male,black,black,short,short,slim,average
semantic,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/253/B_cropped_rgb078.jpg,0,95,0.7371012568473816,1.0000001192092896,,B,B,092,253,male,male,black,black,short,short,slim,slim
semantic,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/301/A_cropped_rgb484.jpg,0,134,0.7353898882865906,1.0000001192092896,,B,A,092,301,male,male,black,black,short,short,slim,slim
semantic,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/251/C_cropped_rgb463.jpg,0,93,0.5892260074615479,1.0000001192092896,,B,C,092,251C,male,male,black,black,short,short,slim,slim
semantic,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/189/B_cropped_rgb247.jpg,0,49,0.7415069341659546,1.0000001192092896,,B,B,092,189,male,male,black,black,short,short,slim,slim
semantic,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/299/B_cropped_rgb211.jpg,0,132,0.6794390678405762,1.0000001192092896,,B,B,092,299,male,male,black,black,short,short,slim,slim
hybrid,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/253/B_cropped_rgb078.jpg,0,95,0.7371012568473816,1.0000001192092896,1,B,B,092,253,male,male,black,black,short,short,slim,slim
hybrid,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8986746072769165,0.9954804182052612,2,B,A,092,193,male,male,black,black,short,short,slim,average
hybrid,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/301/A_cropped_rgb484.jpg,0,134,0.7353898882865906,1.0000001192092896,3,B,A,092,301,male,male,black,black,short,short,slim,slim
hybrid,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb052.jpg,0,51,0.8969829082489014,0.9954804182052612,4,B,A,092,193,male,male,black,black,short,short,slim,average
hybrid,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb328.jpg,/data/datasets/PRCC/prcc/rgb/train/251/C_cropped_rgb463.jpg,0,93,0.5892260074615479,1.0000001192092896,5,B,C,092,251C,male,male,black,black,short,short,slim,slim
visual,1,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb331.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb025.jpg,0,51,0.8940245509147644,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,2,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb331.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb052.jpg,0,51,0.8907835483551025,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,3,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb331.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb016.jpg,0,51,0.8861598968505859,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,4,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb331.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb019.jpg,0,51,0.8857976198196411,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
visual,5,/data/datasets/PRCC/prcc/rgb/train/092/B_cropped_rgb331.jpg,/data/datasets/PRCC/prcc/rgb/train/193/A_cropped_rgb013.jpg,0,51,0.881489634513855,0.9999998807907104,,B,A,092,193,male,male,black,black,short,short,average,average
